_id,Operating Name,Category,Issued,Licence Address Line 1,city_std,latitude,longitude
107868,MCI THE DOCTOR'S OFFICE,TEMPORARY SIGN - MOBILE,2017-06-19,"3609 SHEPPARD AVE E, #202",TORONTO,,
107869,SOBEYS,TEMPORARY SIGN - MOBILE,2017-06-19,147 LAIRD DR,TORONTO,,
107870,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-06-21,3040 DON MILLS RD,TORONTO,,
107871,CASH MONEY,TEMPORARY SIGN - MOBILE,2017-06-22,"1530 ALBION RD, #100",TORONTO,,
107872,NATURE SOURCE,TEMPORARY SIGN - MOBILE,2017-06-24,40 RONSON DR,TORONTO,,
107873,PET VALU,TEMPORARY SIGN - MOBILE,2017-06-27,5534 LAWRENCE AVE E,TORONTO,,
107874,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-06-28,742 THE QUEENSWAY,TORONTO,43.6263363553122,-79.5026322873141
107875,MCDONALD'S,TEMPORARY SIGN - MOBILE,2017-06-28,1960 EGLINTON AVE E,TORONTO,,
107876,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-07-04,830 WARDEN AVE,TORONTO,,
107877,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-07-04,"120 ERINGATE DR, #1",TORONTO,,
107878,PHOMONO,TEMPORARY SIGN - MOBILE,2017-07-05,"2215 STEELES AVE W, C4-C5",TORONTO,,
107879,WHAT A BAGEL,TEMPORARY SIGN - MOBILE,2017-07-05,"4884 DUFFERIN ST, #7",TORONTO,,
107880,MR. LUBE,TEMPORARY SIGN - MOBILE,2017-07-10,1964 VICTORIA PARK AVE,TORONTO,,
107881,MR. LUBE,TEMPORARY SIGN - MOBILE,2017-07-11,3850 SHEPPARD AVE E,TORONTO,,
107882,H & R BLOCK,TEMPORARY SIGN - MOBILE,2017-07-14,666 BURNHAMTHORPE RD,TORONTO,,
107883,H&R BLOCK,TEMPORARY SIGN - MOBILE,2017-07-14,1020 ISLINGTON AVE,TORONTO,,
107884,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-07-18,"9390 SHEPPARD AVE E, #4",TORONTO,,
107885,SPIRIT OF MATH,TEMPORARY SIGN - MOBILE,2017-07-18,73 UNDERHILL DR,TORONTO,,
107886,H & R BLOCK,TEMPORARY SIGN - MOBILE,2017-07-20,1530 ALBION RD,TORONTO,43.7411237317213,-79.5892207941569
107887,REVERA ROYOAK PLACE,TEMPORARY SIGN - MOBILE,2017-07-21,1340 YORK MILLS RD,TORONTO,,
107888,QUALITY SUITES TORONTO AIRPORT,TEMPORARY SIGN - MOBILE,2017-07-21,262 CARLINGVIEW DR,TORONTO,,
107889,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-07-25,"1530 ALBION RD, T25",TORONTO,,
107890,CANRIX,TEMPORARY SIGN - MOBILE,2017-07-28,2737 KEELE ST,TORONTO,,
107891,PET VALU,TEMPORARY SIGN - MOBILE,2017-08-01,2356 KENNEDY RD,TORONTO,,
107892,SWIM CENTRE,TEMPORARY SIGN - MOBILE,2017-08-01,"4884 DUFFERIN ST, #8",TORONTO,,
107893,COPPA'S FRESH MARKET,TEMPORARY SIGN - MOBILE,2017-08-02,4750 DUFFERIN ST,TORONTO,,
107894,MEZMEREYES,TEMPORARY SIGN - MOBILE,2017-08-04,"1780 MARKHAM RD, B2",TORONTO,,
107895,THE SHOE COMPANY,TEMPORARY SIGN - MOBILE,2017-08-10,822 WARDEN AVE,TORONTO,,
107896,DESIGNER SHOE WAREHOUSE,TEMPORARY SIGN - MOBILE,2017-08-10,1920 EGLINTON AVE E,TORONTO,,
107897,WESTWAY EYECARE,TEMPORARY SIGN - MOBILE,2017-08-17,"415 THE WESTWAY, #9B",TORONTO,,
107898,MARSMAN MUSIC CENTRE,TEMPORARY SIGN - MOBILE,2017-08-18,158 BENNETT RD,TORONTO,,
107899,ESTATES OF SUNNYBROOK,TEMPORARY SIGN - MOBILE,2017-08-18,2075 BAYVIEW AVE,TORONTO,,
107900,HAKIM OPTICAL,TEMPORARY SIGN - MOBILE,2017-08-21,3430 LAWRENCE AVE E,TORONTO,,
107901,CASH MONEY,TEMPORARY SIGN - MOBILE,2017-08-21,"1530 ALBION RD, #100",TORONTO,,
107902,HAKIM OPTICAL,TEMPORARY SIGN - MOBILE,2017-08-21,5085 SHEPPARD AVE E,TORONTO,,
107903,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-08-21,3040 DON MILLS RD,TORONTO,,
107904,MANTRA DENTAL,TEMPORARY SIGN - MOBILE,2017-10-01,1780 MARKHAM RD,TORONTO,,
107905,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-08-23,318 BURNHAMTHORPE RD,TORONTO,,
107906,DR. BISHAY & ASSOCIATES,TEMPORARY SIGN - MOBILE,2017-08-23,"4190 FINCH AVE E, #206",TORONTO,,
107907,CARDINAL COURIERS,TEMPORARY SIGN - MOBILE,2017-08-24,31 REXDALE BLVD,TORONTO,43.7138358713086,-79.5575695795891
107908,VIRGIN MOBILE,TEMPORARY SIGN - MOBILE,2017-08-24,2900 WARDEN AVE,TORONTO,,
107909,HARVEY'S,TEMPORARY SIGN - MOBILE,2017-08-27,2310 LAWRENCE AVE E,TORONTO,,
107910,SWISS CHALET,TEMPORARY SIGN - MOBILE,2017-08-27,851 MILNER AVE,TORONTO,,
107911,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-08-30,742 THE QUEENSWAY,TORONTO,43.6263363553122,-79.5026322873141
107912,TOOTH CORNER,TEMPORARY SIGN - MOBILE,2017-09-01,"2131 LAWRENCE AVE E, #1105",TORONTO,,
107913,PAY2DAY,TEMPORARY SIGN - MOBILE,2017-09-01,"2555 VICTORIA PARK AVE, #3B",TORONTO,,
107914,HARVEY'S,TEMPORARY SIGN - MOBILE,2017-09-01,"1780 MARKHAM RD, C1",TORONTO,,
107915,GOODLIFE FITNESS,TEMPORARY SIGN - MOBILE,2017-09-01,3660 KINGSTON RD,TORONTO,,
107916,CANLAN ICE SPORTS,TEMPORARY SIGN - MOBILE,2017-09-05,1120 MARTIN GROVE RD,TORONTO,,
107917,ASHLEY HOMESTORE,TEMPORARY SIGN - MOBILE,2017-09-11,33 WILLIAM KITCHEN RD,TORONTO,,
107918,SEIKIKAI MARTIAL ARTS,TEMPORARY SIGN - MOBILE,2017-09-11,590 RATHBURN RD,TORONTO,,
107919,PRO MARTIAL ARTS,TEMPORARY SIGN - MOBILE,2017-09-12,2480 GERRARD ST E,TORONTO,,
107920,MUCHO BURRITO,TEMPORARY SIGN - MOBILE,2017-09-13,"1780 MARKHAM RD, C4",TORONTO,,
107921,BAGEL NASH,TEMPORARY SIGN - MOBILE,2017-09-13,81 GERRY FITZGERALD DR,TORONTO,,
107922,H & R BLOCK,TEMPORARY SIGN - MOBILE,2017-09-14,666 BURNHAMTHORPE RD,TORONTO,,
107923,OMNI JEWELCRAFTERS,TEMPORARY SIGN - MOBILE,2017-09-15,"4700 DUFFERIN ST, #3",TORONTO,,
107924,DULUX PAINTS,TEMPORARY SIGN - MOBILE,2017-09-18,2094 LAWRENCE AVE E,TORONTO,,
107925,MCDONALD'S,TEMPORARY SIGN - MOBILE,2017-09-18,630 KEELE ST,TORONTO,,
107926,DULUX PAINTS,TEMPORARY SIGN - MOBILE,2017-09-18,67 COMMANDER BLVD,TORONTO,43.7952035935117,-79.2645769391257
107927,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-09-19,9390 SHEPPARD AVE E,TORONTO,,
107928,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-09-19,830 WARDEN AVE,TORONTO,,
107929,PET VALU,TEMPORARY SIGN - MOBILE,2017-09-20,1543 VICTORIA PARK AVE,TORONTO,,
107930,PIZZAVILLE,TEMPORARY SIGN - MOBILE,2017-09-20,"3601 LAWRENCE AVE E, #3",TORONTO,,
107931,OSMOW'S GRILL,TEMPORARY SIGN - MOBILE,2017-09-27,"2215 STEELES AVE W, C7",TORONTO,,
107932,KELSEY'S,TEMPORARY SIGN - MOBILE,2017-09-28,1011 THE QUEENSWAY,TORONTO,43.62341687077199,-79.51554333302235
107933,SWISS CHALET,TEMPORARY SIGN - MOBILE,2017-09-29,1255 THE QUEENSWAY,TORONTO,43.6212344347693,-79.5255040472474
107934,MANTRA DENTAL,TEMPORARY SIGN - MOBILE,2017-10-01,1780 MARKHAM RD,TORONTO,,
107935,PARTY CITY,TEMPORARY SIGN - MOBILE,2017-10-03,"39 ORFUS RD, D",TORONTO,,
107936,EGGSMART,TEMPORARY SIGN - MOBILE,2017-10-03,2904 SHEPPARD AVE E,TORONTO,,
107937,PARTY CITY,TEMPORARY SIGN - MOBILE,2017-10-03,1225 FINCH AVE W,TORONTO,43.7646930630836,-79.4855194438842
107938,ALEXANIAN CARPET & FLOORING,TEMPORARY SIGN - MOBILE,2017-10-03,4884 DUFFERIN ST,TORONTO,,
107939,VALUE VILLAGE,TEMPORARY SIGN - MOBILE,2017-10-03,1020 ISLINGTON AVE,TORONTO,,
107940,PARTY CITY,TEMPORARY SIGN - MOBILE,2017-10-03,8 LEBOVIC AVE,TORONTO,43.72530604885134,-79.29073208910023
107941,WINE SHOP,TEMPORARY SIGN - MOBILE,2017-10-04,3221 EGLINTON AVE E,TORONTO,,
107942,PARTY CITY,TEMPORARY SIGN - MOBILE,2017-10-10,33 WILLIAM KITCHEN RD,TORONTO,,
107943,CANRIX,TEMPORARY SIGN - MOBILE,2017-10-17,2737 KEELE ST,TORONTO,,
107944,SHEPPARD VILLAGE DENTAL,TEMPORARY SIGN - MOBILE,2017-10-19,4651 SHEPPARD AVE E,TORONTO,,
107945,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-10-23,3040 DON MILLS RD,TORONTO,,
107946,FRESHCO,TEMPORARY SIGN - MOBILE,2017-10-23,2480 GERRARD ST E,TORONTO,,
107947,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-10-25,318 BURNHAMTHORPE RD,TORONTO,,
107948,Sobey's Pharmacy,TEMPORARY SIGN - MOBILE,2017-10-25,145 MARLEE AVE,TORONTO,,
107949,Jiffy Lube,TEMPORARY SIGN - MOBILE,2017-10-26,4230 DUNDAS ST W,TORONTO,43.6596261071467,-79.5130865903295
107950,ATTY SPA & COSMETIC CLINIC,TEMPORARY SIGN - MOBILE,2017-10-27,2012 SHEPPARD AVE E,TORONTO,,
107951,Apple Dentures,TEMPORARY SIGN - MOBILE,2017-10-28,2130 LAWRENCE AVE E,TORONTO,,
107952,ROGERS/UPTOWN WIRELESS,TEMPORARY SIGN - MOBILE,2017-10-31,1900 EGLINTON AVE E,TORONTO,,
107953,Shoppers Drug Mart,TEMPORARY SIGN - MOBILE,2017-10-31,123 REXDALE BLVD,TORONTO,43.711877978593535,-79.56594749534555
107954,Mcdonalds,TEMPORARY SIGN - MOBILE,2017-10-31,150 RIMROCK RD,TORONTO,43.757756777626,-79.4650178495437
107955,PET VALU,TEMPORARY SIGN - MOBILE,2017-11-01,3003 DANFORTH AVE,TORONTO,,
107956,GOODLIFE FITNESS,TEMPORARY SIGN - MOBILE,2017-11-01,3660 KINGSTON RD,TORONTO,,
107957,Pet Valu,TEMPORARY SIGN - MOBILE,2017-11-01,666 BURNHAMTHORPE RD,TORONTO,,
107958,Pet Valu,TEMPORARY SIGN - MOBILE,2017-11-01,5534 LAWRENCE AVE E,TORONTO,,
107959,Pet Valu,TEMPORARY SIGN - MOBILE,2017-11-01,81 GERRY FITZGERALD DR,TORONTO,,
107960,Pet Valu,TEMPORARY SIGN - MOBILE,2017-11-01,2356 KENNEDY RD,TORONTO,,
107961,Pet Valu,TEMPORARY SIGN - MOBILE,2017-11-01,6758 KINGSTON RD,TORONTO,,
107962,Pet Valu,TEMPORARY SIGN - MOBILE,2017-11-01,2736 LAKE SHORE BLVD W,TORONTO,43.60233880912721,-79.49807895080245
107963,MCI The Doctors Office,TEMPORARY SIGN - MOBILE,2017-11-02,"3609 SHEPPARD AVE E, #202",TORONTO,,
107964,HERO BUGERS,TEMPORARY SIGN - MOBILE,2017-11-08,3560 LAKE SHORE BLVD W,TORONTO,43.5943848853902,-79.5339751517555
107965,Tim Hortons,TEMPORARY SIGN - MOBILE,2017-11-09,2075 SHEPPARD AVE E,TORONTO,,
107966,Starbucks,TEMPORARY SIGN - MOBILE,2017-11-09,"75 BILLY BISHOP WAY, A3",TORONTO,,
107967,Fortinos,TEMPORARY SIGN - MOBILE,2017-11-13,330 QUEEN'S PLATE DR,TORONTO,,
107968,Pet Valu,TEMPORARY SIGN - MOBILE,2017-11-13,1245 DUPONT ST,TORONTO,43.668225895224,-79.4414029862158
107969,Marsman music Centre,TEMPORARY SIGN - MOBILE,2017-11-17,158 BENNETT RD,TORONTO,,
107970,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2017-11-20,830 WARDEN AVE,TORONTO,,
107971,Easy Home,TEMPORARY SIGN - MOBILE,2017-11-20,1530 ALBION RD,TORONTO,43.7411237317213,-79.5892207941569
107972,KUMON,TEMPORARY SIGN - MOBILE,2017-11-22,2480 GERRARD ST E,TORONTO,,
107973,The UPS Store,TEMPORARY SIGN - MOBILE,2017-11-23,3583 SHEPPARD AVE E,TORONTO,,
107974,SHOPPERS DRUG MART,TEMPORARY SIGN - MOBILE,2017-11-24,1235 MCCOWAN RD,TORONTO,,
107975,SHOPPERS DRUG MART,TEMPORARY SIGN - MOBILE,2017-11-24,"1780 MARKHAM RD, A",TORONTO,,
107976,Dentures Direct,TEMPORARY SIGN - MOBILE,2017-11-24,6 DIXON RD,TORONTO,43.7011962484318,-79.5276619742478
107977,Hakim Optical,TEMPORARY SIGN - MOBILE,2017-11-27,5085 SHEPPARD AVE E,TORONTO,,
107978,PETRO CANADA,TEMPORARY SIGN - MOBILE,2017-11-30,20 ELLESMERE RD,TORONTO,,
107979,Coppa's Fresh Market,TEMPORARY SIGN - MOBILE,2017-11-30,4750 DUFFERIN ST,TORONTO,,
107980,Swim Centre,TEMPORARY SIGN - MOBILE,2017-12-01,"4884 DUFFERIN ST, #8",TORONTO,,
107981,Wine Shop,TEMPORARY SIGN - MOBILE,2017-12-04,3221 EGLINTON AVE E,TORONTO,,
107982,Vogue nails,TEMPORARY SIGN - MOBILE,2017-12-04,"865 YORK MILLS RD, #15",TORONTO,,
107983,Shoppers Drugmart,TEMPORARY SIGN - MOBILE,2017-12-04,1235 MCCOWAN RD,TORONTO,,
107984,Mezmereyes,TEMPORARY SIGN - MOBILE,2017-12-05,1780 MARKHAM RD,TORONTO,,
107985,Cash Money,TEMPORARY SIGN - MOBILE,2017-12-06,"1530 ALBION RD, #100",TORONTO,,
107986,The Warehouse Beauty & Wellness,TEMPORARY SIGN - MOBILE,2017-12-21,4630 KINGSTON RD,TORONTO,,
107987,Lazy Boy Furiture,TEMPORARY SIGN - MOBILE,2017-12-27,1611 THE QUEENSWAY,TORONTO,43.616962666618875,-79.54399038752774
107988,Hearing Solutions,TEMPORARY SIGN - MOBILE,2018-01-01,1530 ALBION RD,TORONTO,43.7411237317213,-79.5892207941569
107989,GoodLife,TEMPORARY SIGN - MOBILE,2018-01-02,3660 KINGSTON RD,TORONTO,,
107990,Mucho Burrito,TEMPORARY SIGN - MOBILE,2018-01-02,2000 EGLINTON AVE E,TORONTO,,
107991,COUNTRY STYLE,TEMPORARY SIGN - MOBILE,2018-01-02,2281 KIPLING AVE,TORONTO,,
107992,GOODLIFE,TEMPORARY SIGN - MOBILE,2018-01-02,1141 KENNEDY RD,TORONTO,,
107993,Galleria Supermarket,TEMPORARY SIGN - MOBILE,2018-01-02,"865 YORK MILLS RD, #9",TORONTO,,
107994,Nature Source,TEMPORARY SIGN - MOBILE,2018-01-03,40 RONSON DR,TORONTO,,
107995,Dufferin Concrete,TEMPORARY SIGN - MOBILE,2018-02-07,1184 MARTIN GROVE RD,TORONTO,,
107996,The Brighton Convention Centre,TEMPORARY SIGN - MOBILE,2018-01-08,2155 MCNICOLL AVE,TORONTO,,
107997,Dawson Dental,TEMPORARY SIGN - MOBILE,2018-01-08,"2555 VICTORIA PARK AVE, #3B",TORONTO,,
107998,Estates of Sunnybrook,TEMPORARY SIGN - MOBILE,2018-01-08,2075 BAYVIEW AVE,TORONTO,,
107999,H&R Block,TEMPORARY SIGN - MOBILE,2018-01-22,666 BURNHAMTHORPE RD,TORONTO,,
108000,Shoppers Drug Mart,TEMPORARY SIGN - MOBILE,2018-01-30,3464 LAKE SHORE BLVD W,TORONTO,43.5953240000817,-79.5297686238121
108001,The Brace Place,TEMPORARY SIGN - MOBILE,2018-01-31,4190 FINCH AVE E,TORONTO,,
108002,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2018-02-01,"9390 SHEPPARD AVE E, #4",TORONTO,,
108003,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-02-01,847 JANE ST,TORONTO,,
108004,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-02-01,"3850 SHEPPARD AVE E, #480",TORONTO,,
108005,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2018-02-01,"120 ERINGATE DR, #1",TORONTO,,
108006,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2018-02-01,742 THE QUEENSWAY,TORONTO,43.6263363553122,-79.5026322873141
108007,H&R Block,TEMPORARY SIGN - MOBILE,2018-02-01,1530 ALBION RD,TORONTO,43.7411237317213,-79.5892207941569
108008,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-02-01,1530 ALBION RD,TORONTO,43.7411237317213,-79.5892207941569
108009,Goodlife Fitness,TEMPORARY SIGN - MOBILE,2018-02-01,820 9TH AVE A E,,,
108010,Baskin Robbins,TEMPORARY SIGN - MOBILE,2018-02-01,"2540 BAYVIEW AVE, #8B",TORONTO,,
108011,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2018-02-01,316 BURNHAMTHORPE RD,TORONTO,,
108012,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-02-02,"1735 KIPLING AVE, #13",TORONTO,,
108013,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-02-02,830 WARDEN AVE,TORONTO,,
108014,Shell Canada,TEMPORARY SIGN - MOBILE,2018-02-03,4021 YONGE ST,TORONTO,,
108015,Baskin Robbins,TEMPORARY SIGN - MOBILE,2018-02-05,855 THE QUEENSWAY,TORONTO,43.6247113045492,-79.5099874908551
108016,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-06,"2480 GERRARD ST E, SHARED",TORONTO,,
108017,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-06,2870 EGLINTON AVE E,TORONTO,,
108018,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-06,150 RIMROCK RD,TORONTO,43.757756777626,-79.4650178495437
108019,McDonalda,TEMPORARY SIGN - MOBILE,2018-02-06,2260 MARKHAM RD,TORONTO,,
108020,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-06,1960 EGLINTON AVE E,TORONTO,,
108021,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-06,2736 LAKE SHORE BLVD W,TORONTO,43.60233880912721,-79.49807895080245
108022,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-06,630 KEELE ST,TORONTO,,
108023,Mcdonalds,TEMPORARY SIGN - MOBILE,2018-02-06,2020 JANE ST,TORONTO,,
108024,MCDONALDS,TEMPORARY SIGN - MOBILE,2018-02-06,2781 DUFFERIN ST,TORONTO,,
108025,MCDONALDS,TEMPORARY SIGN - MOBILE,2018-02-06,1571 SANDHURST CIR,TORONTO,,
108026,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-06,4333 BLOOR ST W,TORONTO,43.6320417687356,-79.5751591120696
108027,Dufferin Concrete,TEMPORARY SIGN - MOBILE,2018-02-07,1184 MARTIN GROVE RD,TORONTO,,
108028,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-08,395 BAMBURGH CIR,TORONTO,,
108029,McDonalds,TEMPORARY SIGN - MOBILE,2018-02-08,85 ELLESMERE RD,TORONTO,,
108030,DR BISHAY,TEMPORARY SIGN - MOBILE,2018-02-08,4190 FINCH AVE E,TORONTO,,
108031,Lend Direct,TEMPORARY SIGN - MOBILE,2018-02-12,3132 EGLINTON AVE E,TORONTO,,
108032,ALTUM HEALTH,TEMPORARY SIGN - MOBILE,2018-02-16,2901 SHEPPARD AVE E,TORONTO,,
108033,Mcdonalds,TEMPORARY SIGN - MOBILE,2018-02-21,747 DON MILLS RD,TORONTO,,
108034,Liberty Tax,TEMPORARY SIGN - MOBILE,2018-02-22,3581 SHEPPARD AVE E,TORONTO,,
108035,Wireless Holdings,TEMPORARY SIGN - MOBILE,2018-02-23,3225 EGLINTON AVE E,TORONTO,,
108036,Country Style,TEMPORARY SIGN - MOBILE,2018-03-01,"670 REXDALE BLVD, #1-2",TORONTO,,
108037,Goodlife Fitness,TEMPORARY SIGN - MOBILE,2018-03-01,1141 KENNEDY RD,TORONTO,,
108038,SLEEP COUNTRY,TEMPORARY SIGN - MOBILE,2018-03-01,5985 STEELES AVE E,TORONTO,,
108039,DR. DONALD MEDINA DENTAL OFFICE,TEMPORARY SIGN - MOBILE,2018-03-01,3775 KINGSTON RD,TORONTO,,
108040,M&M Meat Shops,TEMPORARY SIGN - MOBILE,2018-03-02,"1900 EGLINTON AVE E, #2B",TORONTO,,
108041,MCI The Doctors Office,TEMPORARY SIGN - MOBILE,2018-03-02,3609 SHEPPARD AVE E,TORONTO,,
108042,What A Bagel,TEMPORARY SIGN - MOBILE,2018-03-05,"4884 DUFFERIN ST, #7",TORONTO,,
108043,HAKIM OPTICAL,TEMPORARY SIGN - MOBILE,2018-03-06,5085 SHEPPARD AVE E,TORONTO,,
108044,Hakim Optical,TEMPORARY SIGN - MOBILE,2018-03-06,1900 EGLINTON AVE E,TORONTO,,
108045,Country Style,TEMPORARY SIGN - MOBILE,2018-03-06,1880 EGLINTON AVE E,TORONTO,,
108046,Hakim Optical,TEMPORARY SIGN - MOBILE,2018-03-06,3430 LAWRENCE AVE E,TORONTO,,
108047,Country Style,TEMPORARY SIGN - MOBILE,2018-03-07,6951-6953 STEELES AVE W,TORONTO,,
108048,ESTATES OF SUNNYBROOK,TEMPORARY SIGN - MOBILE,2018-03-07,2075 BAYVIEW AVE,TORONTO,,
108049,Country Style,TEMPORARY SIGN - MOBILE,2018-03-09,2281 KIPLING AVE,TORONTO,,
108050,WESTWAY OPTICAL,TEMPORARY SIGN - MOBILE,2018-03-12,415 THE WESTWAY,TORONTO,43.6835919030782,-79.56601462032316
108051,LITTLE CAESARS,TEMPORARY SIGN - MOBILE,2018-03-12,"3560 LAKE SHORE BLVD W, #6",TORONTO,,
108052,MONEY MART,TEMPORARY SIGN - MOBILE,2018-03-12,1950 LAWRENCE AVE E,TORONTO,,
108053,GOODLIFE FITNESS,TEMPORARY SIGN - MOBILE,2018-03-13,3660 KINGSTON RD,TORONTO,,
108054,Oil Changers,TEMPORARY SIGN - MOBILE,2018-03-15,1303 KENNEDY RD,TORONTO,,
108055,TIM HORTONS,TEMPORARY SIGN - MOBILE,2018-03-15,1621 BIRCHMOUNT RD,TORONTO,,
108056,Bagel Nash,TEMPORARY SIGN - MOBILE,2018-03-15,2181 STEELES AVE W,TORONTO,,
108057,Oil Changers,TEMPORARY SIGN - MOBILE,2018-03-15,901 SHEPPARD AVE W,TORONTO,43.7516631451004,-79.4567511880789
108058,HARVEY'S,TEMPORARY SIGN - MOBILE,2018-03-18,2310 LAWRENCE AVE E,TORONTO,,
108059,Harvey's,TEMPORARY SIGN - MOBILE,2018-03-18,853 MILNER AVE,TORONTO,,
108060,Fortinos,TEMPORARY SIGN - MOBILE,2018-04-20,330 QUEEN'S PLATE DR,TORONTO,,
108061,Connect Hearing,TEMPORARY SIGN - MOBILE,2018-03-21,827 BROWNS LINE,TORONTO,,
108062,HSBC,TEMPORARY SIGN - MOBILE,2018-03-21,6025 STEELES AVE E,TORONTO,,
108063,Metro Math,TEMPORARY SIGN - MOBILE,2018-03-23,3195 SHEPPARD AVE E,TORONTO,,
108064,NANDOS CHICKEN,TEMPORARY SIGN - MOBILE,2018-03-27,162 NORTH QUEEN ST,TORONTO,,
108065,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-03-29,3040 DON MILLS RD,TORONTO,,
108066,Oil Changers,TEMPORARY SIGN - MOBILE,2018-03-29,175 CORINTHIAN BLVD,TORONTO,,
108067,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-04-02,1735 KIPLING AVE,TORONTO,,
108068,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-04-02,2938A FINCH AVE E,TORONTO,,
108069,Cash Money,TEMPORARY SIGN - MOBILE,2018-04-02,1530 ALBION RD,TORONTO,43.7411237317213,-79.5892207941569
108070,Mr. Lube,TEMPORARY SIGN - MOBILE,2018-04-02,1900 EGLINTON AVE E,TORONTO,,
108071,Extreme Pita,TEMPORARY SIGN - MOBILE,2018-04-02,2181 STEELES AVE W,TORONTO,,
108072,Cash Money,TEMPORARY SIGN - MOBILE,2018-04-02,2071 STEELES AVE W,TORONTO,,
108073,Alexanian,TEMPORARY SIGN - MOBILE,2018-04-02,4884 DUFFERIN ST,TORONTO,,
108074,Extreme Pita,TEMPORARY SIGN - MOBILE,2018-04-02,150 NORTH QUEEN ST,TORONTO,43.6193664679294,-79.55423495285588
108075,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-04-03,742 THE QUEENSWAY,TORONTO,43.6263363553122,-79.5026322873141
108076,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2018-04-03,1045 ALBION RD,TORONTO,43.7369128035379,-79.5646312124763
108077,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-04-03,9390 SHEPPARD AVE E,TORONTO,,
108078,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2018-04-03,3850 SHEPPARD AVE E,TORONTO,,
108079,PIZZA PIZZA,TEMPORARY SIGN - MOBILE,2018-04-03,847 JANE ST,TORONTO,,
108080,H&R BLOCK,TEMPORARY SIGN - MOBILE,2018-04-03,666 BURNHAMTHORPE RD,TORONTO,,
108081,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-04-03,120 ERINGATE DR,TORONTO,43.6599066374234,-79.5833264904912
108082,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-04-03,"1530 ALBION RD, T25",TORONTO,,
108083,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-04-03,316 BURNHAMTHORPE RD,TORONTO,,
108084,Pizza Pizza,TEMPORARY SIGN - MOBILE,2018-04-03,830 WARDEN AVE,TORONTO,,
108085,H&R Block,TEMPORARY SIGN - MOBILE,2018-04-03,1530 ALBION RD,TORONTO,43.7411237317213,-79.5892207941569
108086,Cash 4 You,TEMPORARY SIGN - MOBILE,2018-04-03,665 MARKHAM RD,TORONTO,,
108087,Simply Cash resources Inc,TEMPORARY SIGN - MOBILE,2018-04-03,"1911 KENNEDY RD, #212",TORONTO,,
108088,Victoria Commons Clinic & Pharmacy,TEMPORARY SIGN - MOBILE,2018-04-04,"2555 VICTORIA PARK AVE, #3B",TORONTO,,
108089,Cash 4 You,TEMPORARY SIGN - MOBILE,2018-04-05,2934A EGLINTON AVE E,TORONTO,,
108090,Thai Express,TEMPORARY SIGN - MOBILE,2018-04-05,500 REXDALE BLVD,TORONTO,,
108091,Thai Express,TEMPORARY SIGN - MOBILE,2018-04-05,2061 STEELES AVE W,TORONTO,,
108092,Thai Express,TEMPORARY SIGN - MOBILE,2018-04-05,"70 WESTON RD, #105",TORONTO,,
108093,Jiffy Lube,TEMPORARY SIGN - MOBILE,2018-04-06,4230 DUNDAS ST W,TORONTO,43.6596261071467,-79.5130865903295
